id,set,descr
80,6_ 74,even numbers
80,14_ 98_ 91,numbers divisible by 7
80,1_ 8_ 27,cube of each number_ next should be 64
590,8_ 80_ 48,Even numbers and numbers divisible by even numbers.
590,24_ 35,numbers between 24 and 35.
590,2_ 8,Even numbers and all numbers divisible by 2.
590,4,Even numbers.
590,64,Even numbers.
205,70_ 15,numbers in 5s
205,61,ending in 1
205,55_ 3,odds
205,63_ 43,ending in 3
205,2_ 47,unsure
480,15_ 17_ 21_ 5,odd numbers
480,30,even numbers
480,9_ 65_ 28,not prime
480,73_ 33_ 3,ends in 3
480,10_ 3,under 50
425,5,odd numbers
425,5_ 51,numbers with five
425,18,multiples of 9
425,49_ 76_ 13,numbers between 13 and 49
425,14_ 98_ 91,numbers between 14 and 91
496,79_ 59,Ends in 9
496,39_ 60_ 12_ 45,numbers between 12 and 60
496,14_ 98_ 91,one odd number
496,28_ 98,ends in 8
496,6_ 34_ 82,even
20,91_ 25_ 61_ 31,odd first digit
20,90_ 45,multiply by 5
20,100_ 1_ 16,?
20,11_ 41_ 38_ 92,?
20,54_ 14_ 94_ 34,4 as first digit
441,18,Multiples of 9
441,63_ 23_ 43,Numbers ending in 3
441,28_ 98,Numbers ending in 8
441,1_ 8_ 27,Numbers between 1 and 30
441,49_ 76_ 13,Numbers between 10 and 80
27,84_ 94_ 34,Number ending with 4
27,12,Divisible by 12
27,72_ 92_ 82_ 42,Ending with 2
27,5_ 77_ 89,Numbers that looked right_ this one really confused me
27,70_ 88_ 7_ 22,Numbers divisible by 7 or 11
39,91_ 25_ 61_ 31,anything with a one on the end or a number that is divisible by 25
39,12,anything divisivble by 12
39,66_ 93_ 51,any number that has a six_ three_ or a one on the end
39,72_ 92_ 82_ 42,any number that has a two on the end
39,10_ 50_ 100,any number divisible by 10 
560,18,multiples of 9
560,1_ 8_ 27,cube numbers
560,5,multiples of 5
560,81_ 87_ 27,numbers between 27 and 81
560,5_ 51,numbers with 5
24,48_ 30_ 78,Even numbers_ probably.
24,95,95 or something near that number.
24,10_ 50_ 100,Numbers ending in 0
24,84_ 94_ 34,Numbers ending in 4
24,66_ 93_ 51,Not sure_ but something higher than 93
59,11,odd numbers
59,24_ 35,numbers between 20 and 40
59,16_ 82_ 28,numbers between 16 and 82
59,38_ 18_ 3,numbers with a 3 and/or an 8 digit
59,59_ 3,numbers between 3 and 59
224,54_ 14_ 94_ 34,numbers ending in 4
224,72_ 92_ 82_ 42,numbers ending in 2
224,11_ 41_ 38_ 92,odd/even numbers between 1 and 99
224,91_ 25_ 61_ 31,odd numbers up to 99
224,48_ 30_ 78,even numbers ending in 0 or 8
230,64,even numbers
230,4,even numbers
230,98_ 24_ 30_ 3,Both even and odd numbers (I''m really not sure)
230,59_ 3,even numbers
230,23_ 62_ 98,both even and odd numbers (I''m really not sure)
127,70_ 88_ 7_ 22,double numbers and numbers with 7 as the first number
127,66_ 93_ 51,numbers between 93 and 51
127,84_ 94_ 34,numbers with a 4 in the ones column
127,95,the number 95 only_ OR any number at all
127,10_ 50_ 100,numbers with zeros in the tens and ones columns
570,11_ 41_ 38_ 92,numbers between 11 and 92
570,54_ 14_ 94_ 34,even
570,90_ 45,divisible by 15
570,84,even
570,72_ 92_ 82_ 42,ends in 2
254,64,even 
254,23_ 62_ 98,Only these.
254,8_ 80_ 48,mod 8
254,2_ 8,(increment of 6) + 2
254,59_ 3,Odd
577,100_ 1_ 16,numbers between 1 and 100
577,72_ 92_ 82_ 42,numbers that end in 2
577,11_ 41_ 38_ 92,number between 11 and 92
577,91_ 25_ 61_ 31,odd numbers
577,70_ 88_ 7_ 22,numbers between 7 and 88
242,63_ 43,Numbers ending in 3
242,30,10s
242,55_ 3,Random
242,10_ 3,Random
242,15,NUmbers ending in 5
209,10_ 3,numbers 1-10
209,15_ 17_ 21_ 5,odd numbers
209,73_ 33_ 3,numbers ending in 3
209,30,multiples of 10
209,15,multiples of 5
385,16_ 82_ 28,even numbers
385,51,middle numbers
385,4,even numbers
385,11,multiples of 11_ I meant to select yes for 11_ 22_ 33_ 44_ 55 etc. 
385,24_ 35,numbers between 20 and 39
476,54_ 14_ 94_ 34,Numbers that end in 4
476,10_ 50_ 100,Multiples of 10
476,91_ 25_ 61_ 31,Odd numbers that end in 1 or 5
476,84,Even numbers
476,5_ 77_ 89,Odd numbers
498,100_ 1_ 16,numbers between 1 and 100
498,54_ 14_ 94_ 34,numbers ending in 4
498,84,This didn''t really have enough information to discern a pattern_ so I assumed all numbers between 1 and 100.
498,84_ 94_ 34,numbers ending in 4 again.
498,12,"The same as ""84""_ no discernible pattern.  I assumed all between 1 and 100."
339,55_ 60_ 25_ 100,end in multiples of 5
339,16_ 82_ 28,even numbers
339,59_ 3,odd numbers
339,23_ 62_ 98,no idea
339,11,digits one at time
395,81_ 87_ 27,I had no idea_ possibly ending in 1 and 7
395,49_ 76_ 13,no idea? perhaps numbers between 13 and 76
395,1_ 8_ 27,numbers between 1 and 27
395,5_ 51,numbers with 5 in them
395,28_ 98,numbers ending in 8
195,55_ 3,odd numbers
195,81_ 71_ 21_ 31,numbers ending in 1
195,73_ 33_ 3,numbers ending in 3
195,33_ 5_ 19,odd numbers
195,9_ 65_ 28,numbers between 9 and 65
246,48_ 63_ 53,numbers between 48 to 63
246,15_ 17_ 21_ 5,odd numbers
246,70_ 15,odd numbers
246,9_ 65_ 28,not sure
246,96_ 90_ 6_ 42,numbers multiplied by 6
310,15_ 17_ 21_ 5,odd number
310,48_ 63_ 53,between 48 and 63
310,2_ 47,between 2 and 47
310,73_ 33_ 3,every number have a 3
310,33_ 5_ 19,odd number
388,96_ 90_ 6_ 42,Even numbers; multiples of 2
388,63_ 43,Numbers ending with 3; -20 to each next number
388,15,Multiples of 3_ 5 or 15
388,70_ 15,Multiples of 5
388,30,Even numbers; multiples of 5_ 6 or 2
73,84,a number divisible by 2 or ends in 4 (I had no idea)
73,91_ 25_ 61_ 31,numbers that start with 9_2_6 or 3 (I had no idea)
73,70_ 88_ 7_ 22,numbers that start with 7_ 8 or 2 (I had no idea)
73,54_ 14_ 94_ 34,numbers that end in 4
73,5_ 77_ 89,odd numbers
401,5_ 51,odd numbers
401,79_ 59,numbers with 9
401,1_ 8_ 27,odd even pattern
401,94_ 70,even numbers
401,28_ 98,numbers with 8
253,64,even numbers
253,98_ 24_ 30_ 3,numbers between 3 and 98
253,8_ 80_ 48,even numbers
253,4,even numbers
253,51,odd numbers
548,64,Square numbers
548,51,Odd numbers between 30 and 70
548,4,Powers of 2 between 1 and 100
548,23_ 62_ 98,Numbers between 10 and 100
548,59_ 3,Prime numbers between 1 and 100
469,100_ 1_ 16,"contained ""1"""
469,70_ 88_ 7_ 22,double numbers or 7s
469,90_ 45,multiples of 5
469,11_ 41_ 38_ 92,on this one I couldn''t find anything.  I thought maybe -- +30 -3 +54 and thought that the would be -5 = 87
469,54_ 14_ 94_ 34,even numbers
72,2_ 47,Ascending_ in 40s?
72,73_ 33_ 3,Numbers ending in 3
72,61,End in 1
72,9_ 65_ 28,not sure
72,55_ 3,Multiples of 3?
97,24_ 35,even numbers under 25_ odd numbers 35+
97,52_ 22_ 94,even numbers
97,55_ 60_ 25_ 100,numbers in multiples of 5
97,98_ 24_ 30_ 3,even numbers over 10_ odd numbers under 10
97,4,even numbers
251,10_ 3,numbers between one and 10
251,48_ 63_ 53,odd numbers between 45 and 65
251,15,who knows?
251,55_ 3,odd numbers
251,9_ 65_ 28,odd numbers
357,28_ 98,28-98
357,63_ 23_ 43,3_13_23_33_43_53_63_73_83_93
357,1_ 8_ 27,no idea
357,37_ 57,37-57
357,49_ 76_ 13,no idea
22,61,"numbers that end in ""1"""
22,70_ 15,numbers that can be evenly divided by 5
22,30,multiples of 10
22,15,odd numbers
22,33_ 5_ 19,prime numbers
468,49_ 76_ 13,add 27 then subtract 63--so next number would have to be -50
468,37_ 57,numbers which add 20-next one would have to be 77
468,6_ 34_ 82,add 28 and then add 48_ so next number would be to add 68 which would be 150
468,63_ 23_ 43,subtract 40 and then add 20_ so then next number would be 43-40 which would be 3
468,28_ 98,add 70 so next number would be 168
249,18,numbers under 30
249,49_ 76_ 13,numbers between 5 and 85
249,14_ 98_ 91,Numbers between 0 and 100
249,6_ 34_ 82,even numbers between 0 and 90
249,81_ 87_ 27,numbers between 0 and 95
32,3_ 63,multiples of 3 and numbers that end in 3
32,61_ 9_ 45,odd numbers
32,48_ 78_ 38_ 98,numbers that end in 8
32,31_ 3_ 1_ 15,primary numbers
32,5_ 9,single digits
43,69_ 9_ 39_ 21,numbers which_ when the digits are added_ sum to a multiple of 3
43,15_ 11,numbers which differ from 15 by a multiple of 4
43,4_ 16_ 12,multiples of 4
43,61_ 9_ 45,numbers which_ when the digits are added_ produce an odd number
43,5_ 9,numbers which differ from 5 by a multiple of 4
15,61_ 9_ 45,odd numbers
15,92_ 56,even numbers
15,89,numbers up to 89
15,7_ 63,numbers between 7 and 63
15,5_ 9,odd numbers
37,92_ 14_ 20_ 5,I didn''t know with this one. 
37,81,odd numbers
37,61_ 9_ 45,odd numbers
37,69_ 9_ 39_ 21,odd numbers
37,79_ 47_ 62_ 98,numbers between 47 and 98
499,48,Even number
499,13_ 91,Second number of first number set subtracted from first number in the second set or something so next number might be 62
499,53_ 2,5 minus 3 is 2 
499,21_ 71,Numbers that end in 1 or that follow some other pattern like first number subtracted from second 
499,71_ 61_ 26_ 81,numbers ending in 1 or some other pattern based on the number given.
579,21_ 71,ending in 1
579,96_ 86_ 36_ 66,even numbers
579,92_ 82_ 27_ 42,ending in 2 or 7
579,31,odd number
579,13_ 91,between 91 and 13
328,61_ 9_ 45,odd
328,69_ 9_ 39_ 21,odd
328,89,1-89
328,81,1-81
328,7_ 63,7-63
85,7_ 63,odd numbers between 5 and 65
85,52_ 24,even numbers divisible by 4
85,5_ 9,odd numbers between 1 and 10
85,69_ 9_ 39_ 21,odd numbers divisible by 3
85,61_ 9_ 45,odd numbers
154,48,even numbers
154,94_ 7,ending in 7 or 4
154,21_ 71,numbers ending in 1
154,71_ 61_ 26_ 81,ending in 1 or 6
154,62_ 32_ 22,ending in 2
54,62_ 32_ 22,numbers in which the second digit is 2
54,48,even numbers
54,53_ 2,numbers between 2 and 53
54,13_ 91,numbers including 1
54,16_ 26_ 96,numbers in which the second digit is 2
229,92_ 56,numbers between 50 and 100
229,61_ 9_ 45,odd numbers
229,69_ 9_ 39_ 21,odd numbers
229,15_ 11,odd numbers
229,79_ 47_ 62_ 98,numbers between 40 and 100
257,48_ 78_ 38_ 98,even numbers sets of 8
257,5_ 9,odd numbers
257,61_ 9_ 45,odd numbers multiples of 1_ 9_ 5
257,31_ 3_ 1_ 15,odd numbers 3_ 1_ 5
257,89,odd
33,21_ 71,All numbers between 0-100 that end in 1 or 0
33,31,31_ 0_ 93_ 62
33,94_ 7,All numbers that either add or subtract 7 from 94 or 6 or 8 from 7.  So 87_ 101_ 6_ 14_ 15
33,92_ 82_ 27_ 42,All numbers between 0 and 100 that end in 7 or 2
33,96_ 86_ 36_ 66,All numbers between 0-100 that end in 6
57,21_ 71,Odd Numbers
57,92_ 82_ 27_ 42,Numbers with 2 in them
57,77_ 17_ 8,Numbers between 8 and 77
57,16_ 26_ 96,Numbers ending in 6
57,13_ 91,Odd numbers
489,61_ 9_ 45,odd number
489,3_ 63,can be divided by 3
489,92_ 14_ 20_ 5,between 5 and 92
489,89,between 89 and 100
489,4_ 16_ 12,can be divided by 4
210,48,numbers in the forties
210,77_ 17_ 8,digits 1 and 7 and their sum
210,96_ 86_ 36_ 66,six in the ones position
210,31,numbers in the thirties
210,92_ 82_ 27_ 42,two in either position
479,21_ 71,numbers between 21 and 71
479,92_ 82_ 27_ 42,numbers between 20 and 100
479,96_ 86_ 36_ 66,numbers ending in 6
479,25_ 82,greatest common value is 1
479,16_ 26_ 96,numbers that are a factor of 2
17,7_ 51_ 23,I believe this program would accept odd numbers.
17,23,I believe this program would accept odd numbers.
17,23_ 80,I believe this program would accept odd numbers amd even numbers.
17,16_ 8,I believe this program would accept even numbers.
17,83_ 77,I believe this program would accept odd numbers.
270,3_ 63,13_ 23_ 33_ 43_ 53_ 63
270,52_ 24,52_ 24_ 14_ 42_ 32
270,92_ 56,56_ 62_ 66_ 72_ 76_ 82_ 86
270,31_ 3_ 1_ 15,1_ 3_ 9_ 15_ 22_ 31
270,89,1_ 89
34,25_ 82,Getting used to the test - numbers between 25 and 82
34,62_ 32_ 22,numbers ending in 2
34,53_ 2,numbers between 2 adn 53
34,94_ 7,even_ odd_ even_ odd pattern
34,3_ 31,odd numbers
567,7_ 63,Numbers that are multiples of 7
567,4_ 16_ 12,Numbers that are multiples of 4
567,79_ 47_ 62_ 98,Was not sure about this one.
567,31_ 3_ 1_ 15,Numbers with 3_ 1 and/or 5 in them
567,89,Was not sure about this one.
266,1_ 8_ 27,numbers between 1 and 17
266,18,even numbers
266,5_ 51,odd numbers
266,63_ 23_ 43,odd number
266,28_ 98,even numbers
36,5,Odd numbers
36,6_ 34_ 82,Even numbers
36,94_ 70,Even numbers
36,5_ 51,Odd numbers
36,39_ 60_ 12_ 45,Numbers between 12 and 60 (or numbers divisible by 3)
540,4_ 16_ 12,even numbers
540,92_ 14_ 20_ 5,all numbers_ odd and even
540,92_ 56,even numbers
540,52_ 24,even numbers
540,89,odd numbers
492,6_ 66,even numbers
492,75_ 48_ 12_ 3,numbers between 3 and 75
492,19_ 73,odd numbers
492,16_ 8,even numbers
492,31_ 19_ 49_ 100,numbers between 19 and 100
191,81,odd numbers
191,89,odd numbers
191,61_ 9_ 45,odd numbers
191,15_ 11,odd numbers
191,4_ 16_ 12,even numbers
423,31,unsure
423,94_ 7,number 1 - 100
423,16_ 26_ 96,Numbers ending in 6
423,53_ 2,prime numbers
423,3_ 31,numbers starting with 3
375,1_ 8_ 27,All integers under 30.
375,14_ 98_ 91,All integers less that 100 divisible by 7.
375,39_ 60_ 12_ 45,All integers less that 100 divisible by 3.
375,37_ 57,17_ 37_ 57_ 77_ 97
375,6_ 34_ 82,All even integers less than 100.
315,15_ 11,odd numbers
315,61_ 9_ 45,odd numbers
315,48_ 78_ 38_ 98,even numbers
315,79_ 47_ 62_ 98,odd numbers
315,89,odd numbers
582,31_ 3_ 1_ 15,odd numbers
582,4_ 16_ 12,even numbers
582,69_ 9_ 39_ 21,odd numbers or from 9 to 69
582,5_ 9,odd numbers or 5''s and 9''s
582,89,numbers with 8 or 9 in it
386,3_ 63,odd numbers
386,92_ 14_ 20_ 5,numbers between 5 and 92
386,7_ 63,odd numbers
386,52_ 24,even numbers
386,81,odd numbers
576,62_ 32_ 22,I would think that this set would be even numbers. 
576,31,Odd Numbers
576,94_ 7,I honestly do not know. I guess it would be some numbers between 7 and 94_ but some_ like this one_ I can''t even begin to know. 
576,96_ 86_ 36_ 66,With this one_ I would expect anything that ends in 6
576,21_ 71,And for this one_ I would think anything that ends in 1
68,23,odd numbers
68,8,even numbers
68,71_ 11,odd numbers
68,33_ 3_ 65,odd numbers
68,23_ 80,numbers between 20 and 80
541,48_ 78_ 38_ 98,last digit 8
541,79_ 47_ 62_ 98,numbers between 47 and 98
541,5_ 9,odd numbers
541,92_ 56,numbers between 56 and 92
541,31_ 3_ 1_ 15,odd numbers
280,6_ 74,even numbers between 6 and 74
280,5,Numbers /5
280,81_ 87_ 27,odd numbers from 27-87
280,39_ 60_ 12_ 45,any number from 12-60
280,28_ 98,even numbers
139,39_ 60_ 12_ 45,low high low high
139,6_ 34_ 82,even numbers
139,28_ 98,even numbers
139,49_ 76_ 13,low high low
139,94_ 70,even numbers
394,3_ 31,Prime Numbers
394,62_ 32_ 22,Ending in 2
394,16_ 26_ 96,Ending in 6
394,77_ 17_ 8,Ending in 8 or 7
394,94_ 7,multiples of 3_ +1 (4_7_10_etc...)
408,68_ 14_ 8_ 26,even numbers
408,71_ 31_ 21,numbers ending in 1
408,75_ 48_ 12_ 3,decreasing numbers
408,29_ 77_ 37_ 17,numbers ending in 7 or 9
408,8,even numbers
406,7_ 63,multiples of 7
406,52_ 24,multiples of 4
406,48_ 78_ 38_ 98,numbers that end in eight
406,79_ 47_ 62_ 98,numbers between 47 and 98
406,61_ 9_ 45,numbers between 9 and 61
188,25_ 82,not sure
188,96_ 86_ 36_ 66,not sure
188,6_ 51_ 66_ 27,not sure
188,48,not sure
188,92_ 82_ 27_ 42,not sure
354,92_ 82_ 27_ 42,the program accepts numbers that have 2
354,71_ 61_ 26_ 81,the program accepts numbers that have one or six
354,48,the program accepts  even numbers
354,25_ 82,numbers between 25 and 82
354,96_ 86_ 36_ 66,the program accept even numbers
361,62_ 32_ 22,"Numbers ending in ""2"""
361,96_ 86_ 36_ 66,"Numbers ending in ""6"""
361,6_ 51_ 66_ 27,Numbers divisible by 3
361,16_ 26_ 96,Numbers between 16 and 96
361,31,Odd numbers
559,31_ 3_ 1_ 15,odd numbers
559,92_ 56,even numbers
559,81,perfect squares
559,92_ 14_ 20_ 5,even numbers or multiples of 5
559,79_ 47_ 62_ 98,8n-1 if odd_ 8n+/- 2 if even
455,23_ 80,number between 23 and 80 because there is a even and an odd number.
455,83_ 77,Odd number because both numbers are odd.
455,68_ 14_ 8_ 26,Even number because all the numbers are even.
455,31_ 19_ 49_ 100,The next two number will be even because the first three were odd numbers.
455,29_ 77_ 37_ 17,odd number because all the numbers are odd.
55,29_ 77_ 37_ 17,difference between numbers are even
55,31_ 19_ 49_ 100,numbers between 12 and 151
55,75_ 48_ 12_ 3,numbers divisible by 9
55,6_ 66,even numbers
55,83_ 77,numbers go up by 3
422,92_ 14_ 20_ 5,3 even numners then a odd number
422,81,odd numbers
422,52_ 24,even numbers
422,61_ 9_ 45,odd numbers
422,15_ 11,odd numbers
187,25_ 82,numbers between 25 and 82
187,16_ 26_ 96,Even numbers
187,94_ 7,numbers between 7 and 94
187,62_ 32_ 22,even numbers
187,21_ 71,odd numbers
322,92_ 82_ 27_ 42,Every number had a two.
322,77_ 17_ 8,The first two numbers had a seven_ so the second two numbers might contain eights.
322,6_ 51_ 66_ 27,This seemed pretty ambiguous. I think I may have went with sixes for the next number
322,53_ 2,This was totally ambiguous. Every number seemed equally plausible_ so I went with whatever felt right. There was no possible pattern that could be derived.
322,71_ 61_ 26_ 81,It should probably end in one. Two numbers that end in one_ an even number_ then two more numbers that end in one.
275,71_ 11,odd smaller each time
275,19_ 73,odd bigger each time
275,8,any number
275,33_ 3_ 65,odd alternate between bigger and smaller
275,6_ 66,even bigger each time
105,15_ 11,Numbers in the range of 15 and 11.
105,4_ 16_ 12,Numbers in the range of 4 and 16.
105,92_ 56,Numbers in the range of 56 and 92.
105,79_ 47_ 62_ 98,Numbers in the range of 47 and 98.
105,31_ 3_ 1_ 15,Numbers in the range of 0 and 31.
544,71_ 61_ 26_ 81,na
544,94_ 7,na
544,31,na
544,96_ 86_ 36_ 66,na
544,16_ 26_ 96,na
124,48,could be anything_ no pattern established
124,6_ 51_ 66_ 27,again_ I didn''t see a pattern
124,53_ 2,no pattern that I could see
124,92_ 82_ 27_ 42,pattern of 2_2_7 so I thought a number ending in 2 could be next
124,25_ 82,I chose numbers starting and ending with 2s
585,16_ 26_ 96,Numbers that end in 6
585,94_ 7,Between 5 and 100
585,71_ 61_ 26_ 81,Numbers with one or six
585,77_ 17_ 8,End in 7 or 8
585,6_ 51_ 66_ 27,End in 6_ 7_ or 1
338,4_ 16_ 12,even numbers
338,69_ 9_ 39_ 21,odd numbers
338,48_ 78_ 38_ 98,even numbers
338,89,odd numbers
338,5_ 9,odd numbers
151,61_ 9_ 45,Odd numbers
151,7_ 63,Numbers ending in 7 or 3
151,52_ 24,even numbers
151,89,any number
151,48_ 78_ 38_ 98,numbers ending in 8
235,15_ 11,odd numbers
235,81,multiples of 9
235,48_ 78_ 38_ 98,even numbers
235,79_ 47_ 62_ 98,numbers between 70 and 100
235,3_ 63,multiples of 3
1,48,even numbers
1,62_ 32_ 22,even numbers
1,53_ 2,numbers between 53_ 2
1,25_ 82,numbers between 25_ 82
1,71_ 61_ 26_ 81,numbers between 71_ 61_ 26_ 81
112,31,numbers under 31
112,16_ 26_ 96,numbers ending in six
112,13_ 91,odd numbers between 13-91
112,92_ 82_ 27_ 42,numbers with a two
112,96_ 86_ 36_ 66,numbers ending with six
180,6_ 74,even numbers
180,81_ 87_ 27,odd numbers
180,5_ 51,odd numbers
180,94_ 70,numbers between 60-100
180,63_ 23_ 43,numbers ending in 3
215,18,Even numbers
215,5,odd numbers
215,14_ 98_ 91,range of 14-98
215,63_ 23_ 43,Ending in 3
215,1_ 8_ 27,range of 1-27
342,92_ 56,even numbers between 56 and 92
342,5_ 9,odd numbers
342,15_ 11,odd numbers
342,31_ 3_ 1_ 15,only odd numbers
342,7_ 63,odd numbers between 7 and 63
450,79_ 47_ 62_ 98,prime numbers
450,5_ 9,odd numbers
450,61_ 9_ 45,odd  numbers
450,92_ 14_ 20_ 5,even numbers
450,52_ 24,even numbers
443,79_ 59,Last digit ends with 9
443,37_ 57,Last digit ends with 7
443,5_ 51,First digit starts with 5
443,14_ 98_ 91,Multiple of 7
443,81_ 87_ 27,Each successive number has a same digit as the one previous to it.
231,25_ 82,even numbers
231,21_ 71,even numbers
231,71_ 61_ 26_ 81,numbers between 25 and 91
231,77_ 17_ 8,even numbers
231,96_ 86_ 36_ 66,even numbers
163,77_ 17_ 8,Ending in 7 or 8
163,94_ 7,Numbers between 94 and 7
163,96_ 86_ 36_ 66,Ending in 6.
163,92_ 82_ 27_ 42,Ending in 2
163,53_ 2,Between 53 and 2
437,52_ 24,even numbers
437,4_ 16_ 12,multiples of 4
437,31_ 3_ 1_ 15,odd numbers
437,81,odd numbers that are multiples of 3
437,61_ 9_ 45,odd numbers
320,52_ 24,Even numbers between 24 and 52
320,92_ 14_ 20_ 5,Numbers divisible with 2 or 5
320,69_ 9_ 39_ 21,numbers divisible by 3
320,79_ 47_ 62_ 98,I really have no idea
320,48_ 78_ 38_ 98,numbers divisible by 2
506,79_ 47_ 62_ 98,complex adding/subtracting
506,31_ 3_ 1_ 15,sequence involving 1_3_5 only
506,15_ 11,low numbers
506,5_ 9,multiples of them
506,81,numbers in 80s or multiples of 9
60,71_ 11,Numbers ending 1
60,8,Multiples of 8
60,23_ 80,No pattern
60,33_ 3_ 65,Odd numbers
60,7_ 51_ 23,Odd numbers
232,52_ 24,Even Numbers
232,15_ 11,Odd Numbers under 20
232,92_ 14_ 20_ 5,Even numbers or ending in 5
232,92_ 56,Even numbers higher than 50
232,81,multiples of 9
197,48_ 78_ 38_ 98,Double digit numbers that end in 8
197,5_ 9,Numbers increasing in single digit increments
197,7_ 63,Numbers larger than 63 possibly divisible by 7
197,61_ 9_ 45,A random single digit number followed by a double digit number in which the sum of both numbers equals the single digit number that proceeded it.
197,81,Numbers greater than 81 that are possibly divisible by 9
442,71_ 31_ 21,all numbers that have a one in it.
442,33_ 3_ 65,only odd numbes
442,71_ 11,only numbers that have a one in it
442,68_ 14_ 8_ 26,only even numbers
442,16_ 8,only evens between 8 and 16
272,48,odd numbers greater than 25
272,71_ 61_ 26_ 81,even numbers
272,13_ 91,even numbers between 30 and 65
272,92_ 82_ 27_ 42,odd numbers
272,96_ 86_ 36_ 66,even numbers ending in 6 only
21,31,Odd numbers
21,25_ 82,"Numbers with ""2"" in then"
21,6_ 51_ 66_ 27,Every other number has a 6 in it
21,71_ 61_ 26_ 81,"Numbers ending in ""1"""
21,3_ 31,"Numbers starting with ""3"""
77,61_ 9_ 45,odd numbers
77,15_ 11,divisible by 3
77,89,not sure
77,31_ 3_ 1_ 15,odd numbers
77,92_ 14_ 20_ 5,no idea
134,31,Odd Numbers
134,77_ 17_ 8,Numbers between 8 and 77
134,92_ 82_ 27_ 42,Numbers that have a 2 in them
134,16_ 26_ 96,Numbers that end with 6
134,48,Even numbers
524,94_ 7,Any number under 100
524,25_ 82,Numbers containing 2
524,96_ 86_ 36_ 66,Numbers ending in 6
524,31,Exactly the number 31
524,16_ 26_ 96,Numbers ending in 6
136,28_ 98,numbers ending in 8
136,37_ 57,numbers ending in 7
136,79_ 59,numbers ending in 9
136,63_ 23_ 43,numbers less than 43
136,5_ 51,numbers greater than 51
431,29_ 77_ 37_ 17,odd numbers
431,33_ 3_ 65,odd numbers
431,16_ 8,even numbers
431,6_ 66,even numbers
431,31_ 19_ 49_ 100,numbers between 19-100
177,16_ 32_ 2_ 8,even numbers
177,16_ 54,even numbers
177,67_ 99_ 15,odd numbers
177,35,odd numbers
177,50_ 76_ 28,numbers between 20 and 80
71,23_ 35_ 95_ 83,odd numbers
71,4_ 66_ 78_ 96,even numbers
71,16,even numbers
71,85,odd numbers
71,3_ 7,odd numbers
572,98_ 18_ 50,numbers between 18 and 98
572,85_ 19_ 91,numbers between 19 and 91
572,93,odd numbers
572,4_ 66_ 78_ 96, 
572,16,even numbers
128,16_ 54,even numbers
128,34_ 26,even numbers
128,16_ 32_ 2_ 8,multiples of 2
128,8_ 24_ 48_ 63,multiples of some number
128,42_ 35_ 21_ 84,multiples of 7
435,36_ 45_ 54_ 81,All numbers end in 1_ 4_ 5_ & 6
435,29_ 9_ 3_ 31,All numbers end in 9_ 3 & 1
435,67_ 31_ 17_ 61,All numbers end in 1 & 7
435,93,All numbers end in 3
435,16,All numbers end in 6
83,36,even numbers
83,34_ 26,even numbers
83,42_ 35_ 21_ 84,all numbers between 21 ans 84
83,16_ 54,even numbers
83,64_ 44,even numbers
192,68_ 14_ 8_ 26,even numbers
192,31_ 19_ 49_ 100,numbers between 19 and 100
192,33_ 3_ 65,odd numbers
192,19_ 73,odd numbers ending in 9 or 3
192,75_ 48_ 12_ 3,numbers between 3 and 5
82,63_ 67,odd numbers
82,98_ 18_ 50,even numbers
82,16,multiples of 16
82,34_ 86_ 30_ 94,even
82,39,prime numbers
165,36,Even
165,67_ 99_ 15,odd
165,8_ 32,Even
165,50_ 76_ 28,Even
165,16_ 32_ 2_ 8,Even
392,3_ 7,numbers between 1 and 10
392,4_ 66_ 78_ 96,even numbers
392,93,any number
392,63_ 67,numbers between 60 and 70
392,98_ 18_ 50,even numbers
418,34_ 26,even numbers
418,67_ 99_ 15,any odd number that is less than 15
418,8_ 32,numbers that can be divided by 4
418,68_ 58,even numbers
418,8_ 24_ 48_ 63,numbers between 8 and 63
65,93,odd numbers
65,36_ 45_ 54_ 81,odd numbers
65,4_ 66_ 78_ 96,even numbers
65,98_ 18_ 50,even numbers
65,63_ 67,odd numbers
528,31_ 3_ 1,Any random number followed by its individual digits
528,8_ 24_ 48_ 63,An ascending order where next number will probably be more than 70 considering previous increments.
528,64_ 4,Even numbers in random order
528,87_ 8_ 52,Random numbers in no order
528,35,Random numbers_ probably multiples of 7 or 5
432,85_ 19_ 91,odd numbers
432,22,Even numbers or between a certain amount
432,39,odd nubmers or between a certain amount
432,3_ 7,odd numbers or between a certain amount
432,16,even numbers or between a certain amount
194,7_ 51_ 23,odd numbers_ numbers between 7 and 51
194,71_ 31_ 21,odd numbers_ numbers between 21 and 71
194,6_ 66,6 or 66
194,29_ 77_ 37_ 17,odd numbers between 17 and 77
194,19_ 73,odd numbers between 19 and 73
104,16_ 54,numbers between 0 and 80
104,64_ 4,numbers between 0 and 80
104,34_ 26,numbers between 13 and 50
104,50_ 76_ 28,numbers between 12 and 90
104,35,numbers between 25 and 45
446,16,square numbers
446,22,double numbers - 22_ 33_ 4
446,29_ 9_ 3_ 31,odd numbers
446,85_ 19_ 91,odd numbers
446,63_ 67,numbers between 60 and 69
75,16,Even numbers between 2 and 100
75,67_ 31_ 17_ 61,Odd numbers of between 1 and 99
75,85_ 19_ 91,Odd numbers of between 1 and 99
75,23_ 35_ 95_ 83,Odd numbers of between 1 and 99
